genome_id,superkingdom,phylum,class,order,family,genus,species
RS_GCF_004028095.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Paenarthrobacter,Paenarthrobacter ureafaciens
GB_GCA_003554395.1,Bacteria,Firmicutes_D,Dethiobacteria,DTU022,DTU022,B1SED10-74M,B1SED10-74M sp003554395
RS_GCF_000802235.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Sinomonas,Sinomonas humi
GB_GCA_004294385.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Microcoleus,Microcoleus sp004294385
RS_GCF_002964865.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsidaceae,Chroogloeocystis,Chroogloeocystis sp002964865
GB_GCA_011525445.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp011525445
RS_GCF_003711205.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas,Polaromonas sp003711205
RS_GCF_011769525.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Aulosira,Aulosira sp011769525
RS_GCF_000014265.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Trichodesmium,Trichodesmium erythraeum
GB_GCA_013815585.1,Bacteria,Chloroflexota,Ellin6529,CSP1-4,CSP1-4,JACDFU01,JACDFU01 sp013815585
RS_GCF_002412335.2,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Microcoleus,Microcoleus bourrellyi
RS_GCF_000011385.1,Bacteria,Cyanobacteria,Cyanobacteriia,Gloeobacterales,Gloeobacteraceae,Gloeobacter,Gloeobacter violaceus
GB_GCA_012518765.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,WCHB1-69,UBA5266,UBA5266 sp012518765
GB_GCA_003281625.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003281625
RS_GCF_003990975.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Cohnella,Cohnella sp003990975
GB_GCA_903887375.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,CAISPN01,CAISPN01,CAISPN01 sp903887375
GB_GCA_012728095.1,Bacteria,Firmicutes_A,Clostridia,Acetivibrionales,DSM-8532,DTU059,DTU059 sp012728095
GB_GCA_002361485.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,UBA2813,UBA2813 sp002361485
RS_GCF_004353905.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia guartelaensis
RS_GCF_003063315.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnohabitans_A,Limnohabitans_A sp003063315
RS_GCF_003386235.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Cohnella,Cohnella phaseoli
RS_GCF_003017785.1,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,CCP5,CCP5 sp003017785
RS_GCF_001315105.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp001315105
RS_GCF_902459735.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea capi
RS_GCF_003049525.1,Bacteria,Firmicutes,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis
RS_GCF_000155555.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Coleofasciculus,Coleofasciculus chthonoplastes
RS_GCF_001904725.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae_A,Phormidium_B,Phormidium_B ambiguum
RS_GCF_005876955.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Sinomonas,Sinomonas sp005876955
RS_GCF_003003775.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chamaesiphonaceae,Merismopedia,Merismopedia glauca
GB_GCA_003249015.1,Bacteria,Cyanobacteria,Cyanobacteriia,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,Pseudanabaena sp003249015
RS_GCF_902459705.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea terrigena
GB_GCA_902802825.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,UBA2813,UBA2813 sp902802825
RS_GCF_000757845.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp000757845
RS_GCF_004138105.1,Bacteria,Firmicutes_A,Mahellia_A,Caldicoprobacterales,Xylanivirgaceae,Xylanivirga,Xylanivirga thermophila
GB_GCA_003212555.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus,Prochlorococcus sp003212555
RS_GCF_000374825.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_A,Paenibacillus_A sanguinis
GB_GCA_012960225.1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Longimicrobiales,UBA6960,UBA1138,UBA1138 sp012960225
RS_GCF_000745265.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Massilia,Massilia sp000745265
GB_GCA_003281335.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003281335
RS_GCF_000698555.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia grimmiae
GB_GCA_003151275.1,Bacteria,Cyanobacteria,Vampirovibrionia,Obscuribacterales,Obscuribacteraceae,PALSA-1081,PALSA-1081 sp003151275
GB_GCA_003280885.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003280885
RS_GCF_014212125.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Cohnella,Cohnella nanjingensis
GB_GCA_014380065.1,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Stenomitos,Stenomitos sp014380065
RS_GCF_003710865.1,Bacteria,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus borstelensis
RS_GCF_900009135.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Planktothrix,Planktothrix sp900009135
GB_GCA_003522105.1,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,ER4,ER4 sp003522105
GB_GCA_011390515.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Oscillatoriaceae,Oscillatoria,Oscillatoria sp011390515
RS_GCF_004634385.1,Bacteria,Firmicutes_E,Thermaerobacteria,Thermaerobacterales,Thermaerobacteraceae,Thermaerobacter,Thermaerobacter sp004634385
GB_GCA_009692465.1,Bacteria,Myxococcota,UBA9042,UBA9042,UBA9042,SXRM01,SXRM01 sp009692465
RS_GCF_003853415.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp003853415
GB_GCA_007693465.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Phormidium_A,Phormidium_A sp007693465
GB_GCA_003210315.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003210315
GB_GCA_012798515.1,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,JAAZNB01,JAAZNB01 sp012798515
RS_GCF_004916975.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp004916975
RS_GCF_001028665.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pyrrocinia
RS_GCF_900009145.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Planktothrix,Planktothrix tepida
RS_GCF_003570905.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Cohnella,Cohnella sp003570905
GB_GCA_011331465.1,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,DSRU01,DSRU01 sp011331465
RS_GCF_001662055.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium bangladeshense
GB_GCA_012031265.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Spirulinaceae,JAAUTY01,JAAUTY01 sp012031265
RS_GCF_001465275.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,32O-W,32O-W sp001465275
GB_GCA_002722105.1,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,UBA1611,GCA-2722105,GCA-2722105 sp002722105
RS_GCF_000332095.2,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,PCC-6406,PCC-6406 sp000332095
RS_GCF_900220965.1,Bacteria,Firmicutes,Bacilli,Bacillales_A,Planococcaceae,Ureibacillus,Ureibacillus acetophenoni
GB_GCA_001314865.1,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Phormidesmis,Phormidesmis priestleyi_B
RS_GCF_010994035.1,Bacteria,Firmicutes,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus,Virgibacillus sp010994035
GB_GCA_003281385.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003281385
GB_GCA_903897715.1,Bacteria,Cyanobacteria,Cyanobacteriia,CAIUCS01,CAIUCS01,CAIUCS01,CAIUCS01 sp903897715
GB_GCA_013812265.1,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,JACCTQ01,JACCTQ01 sp013812265
RS_GCF_000759615.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Massilia,Massilia sp000759615
GB_GCA_001544595.2,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia peredens
RS_GCF_000317205.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Fischerella,Fischerella muscicola
RS_GCF_000739915.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_F,Paenibacillus_F chitinolyticus
GB_GCA_003278875.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003278875
GB_GCA_002403855.1,Bacteria,Actinobacteriota,Acidimicrobiia,UBA5794,UBA4744,UBA4744,UBA4744 sp002403855
GB_GCA_000237975.1,Bacteria,Firmicutes_E,Sulfobacillia,Sulfobacillales,Sulfobacillaceae,Sulfobacillus_A,Sulfobacillus_A acidophilus
GB_GCA_010672455.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Okeania,Okeania sp010672455
RS_GCF_001904655.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsidaceae,Chroogloeocystis,Chroogloeocystis siderophila
GB_GCA_900757415.1,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp900757415
RS_GCF_012910785.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Aromatoleum,Aromatoleum buckelii
GB_GCA_002730315.1,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,TCS55,UBA2126,UBA2126 sp002730315
RS_GCF_900107035.1,Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus hesperidum
GB_GCA_902538225.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp902538225
RS_GCF_001548375.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Trichormus,Trichormus sp001548375
GB_GCA_003513495.1,Bacteria,Firmicutes_B,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus,Desulfosporosinus sp003513495
RS_GCF_000196455.1,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Filifactoraceae,Acetoanaerobium,Acetoanaerobium sticklandii
GB_GCA_001567195.1,Bacteria,Bacteroidota,Kapabacteria,OLB7,OLB7,OLB7,OLB7 sp001567195
RS_GCF_009807035.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp009807035
RS_GCF_000015965.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A marinus_E
GB_GCA_902536775.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp902536775
GB_GCA_003281285.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003281285
GB_GCA_013285555.1,Bacteria,Cyanobacteria,Cyanobacteriia,Gloeobacterales,LV9,Aurora,Aurora vandensis
RS_GCF_000478195.2,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Lyngbya,Lyngbya aestuarii
GB_GCA_003222115.1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,AG29,AG29 sp003222115
RS_GCF_005577435.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp005577435
RS_GCF_001465595.2,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea apista
GB_GCA_004293145.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,RDYJ01,RDYJ01 sp004293145
RS_GCF_001890765.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Spirulinaceae,Spirulina,Spirulina major
GB_GCA_002438345.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp002438345
GB_GCA_011322445.1,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,DRMV01,DRMV01,DRMV01 sp011322445
GB_GCA_003279945.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003279945
GB_GCA_003281405.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003281405
RS_GCF_000807775.2,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea fibrosis
GB_GCA_902801985.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,UBA2813,UBA2813 sp902801985
GB_GCA_003221035.1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,20CM-2-65-7,20CM-2-65-7 sp003221035
RS_GCF_004001065.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_T,Paenibacillus_T xylaniclasticus
RS_GCF_001544495.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia telluris
GB_GCA_001464165.1,Bacteria,Cyanobacteria,Vampirovibrionia,Obscuribacterales,Obscuribacteraceae,Ga0077546,Ga0077546 sp001464165
RS_GCF_000829235.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Rippkaea,Rippkaea sp000829235
RS_GCF_012932785.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,Hyella,Hyella sp012932785
RS_GCF_004798585.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Massilia,Massilia sp004798585
GB_GCA_004357415.1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,N074bin45,N074bin45 sp004357415
RS_GCF_000317575.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,Stanieria,Stanieria cyanosphaera
RS_GCF_001277345.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus solani
RS_GCF_002355995.1,Bacteria,Deinococcota,Deinococci,Deinococcales,Thermaceae,Thermus,Thermus thermophilus_C
GB_GCA_003216355.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003216355
GB_GCA_002726775.1,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,UBA8229,UBA8229,UBA8229 sp002726775
GB_GCA_003169655.1,Bacteria,Chloroflexota,Ellin6529,CSP1-4,CSP1-4,Palsa-1033,Palsa-1033 sp003169655
RS_GCF_000612625.1,Bacteria,Firmicutes,Bacilli,Bacillales_B,DSM-18226,Neobacillus,Neobacillus jeddahensis
GB_GCA_005882055.1,Bacteria,Chloroflexota,Ellin6529,QHBO01,QHBO01,CF-82,CF-82 sp005882055
GB_GCA_903908265.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,CAIYLH01,CAIYLH01 sp903908265
RS_GCF_003938655.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium pisi
GB_GCA_011390935.1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,JAABRT01,JAABRT01 sp011390935
RS_GCF_902459585.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea nosoerga
RS_GCF_002127265.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Hydrogenophaga,Hydrogenophaga sp002127265
RS_GCF_014211915.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cenocepacia_B
RS_GCF_001280595.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus xylanivorans
RS_GCF_000204195.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax,Acidovorax radicis
RS_GCF_001548395.1,Bacteria,Cyanobacteria,Cyanobacteriia,Elainellales,Elainellaceae,O-77,O-77 sp001548395
RS_GCF_002262935.1,Bacteria,Firmicutes,Bacilli,Bacillales_E,SA5d-4,Lottiidibacillus,Lottiidibacillus patelloidae
RS_GCF_006438915.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E arsenicoxydans_A
GB_GCA_013361975.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermatophilaceae,Terrabacter,Terrabacter sp013361975
GB_GCA_014647535.1,Bacteria,Deinococcota,Deinococci,Deinococcales,Thermaceae,Thermus,Thermus composti
RS_GCF_900019265.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia ribeironis
GB_GCA_002471845.1,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,TCS55,TCS55,TCS55 sp002471845
GB_GCA_005776945.1,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,SXOB01,SXOB01 sp005776945
GB_GCA_003169895.1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,Palsa-1233,Palsa-1233 sp003169895
GB_GCA_003279055.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003279055
GB_GCA_003021505.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Rubidibacteraceae,QS-4-48-99,QS-4-48-99 sp003021505
RS_GCF_001180245.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A marinus_F
GB_GCA_011328795.1,Bacteria,Desulfobacterota,SM23-61,WTBG01,CAIYCZ01,DSVK01,DSVK01 sp011328795
GB_GCA_011329365.1,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,DSTM01,DSTM01 sp011329365
RS_GCF_002531755.2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium acidisoli
GB_GCA_009785615.1,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,WRBF01,WQVX01,WQVX01 sp009785615
RS_GCF_900447535.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermatophilaceae,Dermacoccus,Dermacoccus nishinomiyaensis
GB_GCA_002376415.1,Bacteria,Firmicutes_A,Clostridia,Acetivibrionales,DSM-8532,DTU059,DTU059 sp002376415
GB_GCA_014380935.1,Bacteria,Cyanobacteria,Cyanobacteriia,Gloeobacterales,Gloeobacteraceae,JACMIX01,JACMIX01 sp014380935
GB_GCA_000431575.1,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp000431575
GB_GCA_003523965.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_B,Synechococcus_B spongiarum_F
GB_GCA_014584305.1,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,BJ22,BJ22 sp014584305
GB_GCA_902571335.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp902571335
RS_GCF_003060825.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_A,Paenibacillus_A sp003060825
GB_GCA_003279445.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus,Prochlorococcus sp003279445
RS_GCF_001548095.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Cyanobacteriaceae,Geminocystis,Geminocystis sp001548095
GB_GCA_005798285.1,Bacteria,Armatimonadota,SYMT01,SYMT01,SYMT01,F1-80-MAGs030,F1-80-MAGs030 sp005798285
GB_GCA_005883655.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Casimicrobiaceae,PALSA-1003,PALSA-1003 sp005883655
RS_GCF_900290335.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,GJ-E10,GJ-E10 sp900290335
RS_GCF_011682055.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Massilia,Massilia sp011682055
GB_GCA_013042495.1,Bacteria,Gemmatimonadota,Gemmatimonadetes,KS3-K002,JABDQB01,JABDQB01,JABDQB01 sp013042495
GB_GCA_005881235.1,Bacteria,Dormibacterota,Dormibacteria,CF-121,CF-121,CF-13,CF-13 sp005881235
RS_GCF_001718835.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia_F
RS_GCF_003853645.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp003853645
RS_GCF_001426865.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp001426865
RS_GCF_014205875.1,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Thermotaleaceae,Anaerosolibacter,Anaerosolibacter carboniphilus
RS_GCF_001895925.1,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Phormidesmis_A,Phormidesmis_A priestleyi_A
GB_GCA_003171255.1,Bacteria,Chloroflexota,Ellin6529,CSP1-4,CSP1-4,Fen-1039,Fen-1039 sp003171255
GB_GCA_004293855.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,RDYZ01,RDYZ01 sp004293855
GB_GCA_012034795.1,Bacteria,Cyanobacteria,Cyanobacteriia,Elainellales,Elainellaceae,JAAUOQ01,JAAUOQ01 sp012034795
RS_GCF_900116125.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_Z,Paenibacillus_Z sp900116125
RS_GCF_900110075.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_Z,Paenibacillus_Z sp900110075
RS_GCF_900108045.1,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Caloramatoraceae,Caloramator,Caloramator fervidus
RS_GCF_001180305.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A marinus_K
GB_GCA_003209475.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003209475
RS_GCF_013282215.1,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Kroppenstedtia,Kroppenstedtia eburnea
GB_GCA_903893215.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Ferrovaceae,CAIVHB01,CAIVHB01 sp903893215
RS_GCF_003574095.1,Bacteria,Deinococcota,Deinococci,Deinococcales,Thermaceae,Calidithermus,Calidithermus roseus
RS_GCF_014280035.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp002693285
RS_GCF_014279875.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp002172935
RS_GCF_012912005.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp012912005
GB_GCA_003281125.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003281125
GB_GCA_012031565.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-7336,JA-3-3Ab,JAAUUM01,JAAUUM01 sp012031565
RS_GCF_001485215.1,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya sp001485215
RS_GCF_002368315.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Fischerella,Fischerella sp002368315
RS_GCF_003390925.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Trinickia,Trinickia sp003390925
RS_GCF_009909195.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_Z,Paenibacillus_Z sacheonensis
